idShift,idEmployee,dateShift,timeStart,timeEnd,job,hoursWorked,statusShift
1459,5,2024-09-02 20:17:52,13:33:19,19:33:19,Server,6,Scheduled
1460,12,2024-11-19 10:31:31,14:59:46,18:59:46,Cook,4,Completed
1461,3,2024-06-02 12:45:14,13:50:52,20:50:52,Server,7,Scheduled
1462,2,2024-12-01 10:24:43,10:10:31,16:10:31,Manager,6,Completed
1463,14,2024-03-30 16:35:23,16:08:27,20:08:27,Server,4,Completed
1464,12,2024-06-05 18:35:32,12:56:37,16:56:37,Manager,4,Completed
1465,3,2024-07-18 18:23:01,11:33:44,19:33:44,Server,8,Completed
1466,9,2024-06-21 10:03:49,11:10:42,17:10:42,Cook,6,Completed
1467,1,2024-03-23 20:44:50,10:03:37,15:03:37,Cook,5,Scheduled
1468,6,2024-07-21 16:41:45,12:14:08,17:14:08,Cook,5,Completed
1469,9,2024-05-03 13:12:33,15:28:48,20:28:48,Cook,5,Scheduled
1470,6,2024-03-09 15:39:16,16:57:03,20:57:03,Manager,4,Scheduled
1471,14,2024-10-30 17:34:06,12:39:39,17:39:39,Cook,5,Completed
1472,4,2024-07-21 14:30:12,10:14:50,15:14:50,Server,5,Scheduled
1473,11,2024-03-14 12:55:29,14:06:36,20:06:36,Manager,6,Scheduled
1474,8,2024-08-19 12:26:38,12:08:53,19:08:53,Manager,7,Scheduled
1475,8,2024-03-21 16:32:06,10:51:24,17:51:24,Server,7,Completed
1476,10,2024-09-01 20:23:25,10:41:42,14:41:42,Server,4,Scheduled
1477,2,2024-11-25 15:20:47,15:26:30,20:26:30,Server,5,Completed
1478,1,2024-03-16 12:10:45,11:09:28,15:09:28,Server,4,Completed
1479,8,2024-07-05 10:56:07,14:28:40,20:28:40,Server,6,Scheduled
1480,14,2024-10-04 17:27:31,12:10:58,19:10:58,Manager,7,Scheduled
1481,2,2024-04-11 11:39:28,11:39:02,15:39:02,Cook,4,Completed
1482,3,2024-10-01 15:31:17,11:45:21,16:45:21,Manager,5,Completed
1483,13,2024-09-07 18:04:59,14:43:55,20:43:55,Manager,6,Scheduled
1484,12,2024-10-24 13:15:05,14:55:54,20:55:54,Cook,6,Scheduled
1485,6,2024-03-27 10:15:20,14:00:08,18:00:08,Manager,4,Scheduled
1486,9,2024-09-18 17:05:17,10:06:04,16:06:04,Manager,6,Scheduled
1487,7,2024-10-23 20:57:47,12:04:18,19:04:18,Cook,7,Completed
1488,0,2024-07-18 20:18:28,16:01:48,20:01:48,Cook,4,Scheduled
1489,9,2024-09-17 17:53:34,11:53:57,16:53:57,Cook,5,Scheduled
1490,2,2024-05-27 13:51:12,10:04:59,17:04:59,Cook,7,Completed
1491,5,2024-07-25 17:01:55,14:40:33,20:40:33,Cook,6,Completed
1492,1,2024-05-19 13:10:52,10:31:10,18:31:10,Manager,8,Completed
1493,11,2024-10-08 20:42:40,12:20:46,18:20:46,Manager,6,Completed
1494,7,2024-04-13 10:51:35,10:04:59,18:04:59,Manager,8,Scheduled
1495,6,2024-10-26 18:09:21,15:54:16,20:54:16,Server,5,Completed
1496,11,2024-11-21 19:57:19,16:37:04,20:37:04,Server,4,Completed
1497,11,2024-06-01 19:51:34,16:39:20,20:39:20,Server,4,Completed
1498,8,2024-03-29 10:51:05,16:14:36,20:14:36,Cook,4,Scheduled
1499,5,2024-05-23 10:07:04,10:51:11,16:51:11,Server,6,Scheduled
1500,9,2024-05-20 18:20:37,15:22:55,19:22:55,Cook,4,Completed
1501,6,2024-06-07 19:52:42,11:20:00,18:20:00,Manager,7,Scheduled
1502,4,2024-04-25 12:26:14,16:42:10,20:42:10,Cook,4,Completed
1503,7,2024-09-09 14:01:41,11:19:48,16:19:48,Cook,5,Scheduled
1504,10,2024-11-18 18:07:46,13:54:21,20:54:21,Manager,7,Completed
1505,1,2024-07-08 12:06:45,15:01:50,19:01:50,Manager,4,Scheduled
1506,12,2024-07-01 19:42:58,15:22:04,20:22:04,Cook,5,Scheduled
1507,4,2024-08-05 10:12:14,11:40:05,16:40:05,Server,5,Scheduled
1508,8,2024-08-22 13:14:26,15:14:19,20:14:19,Server,5,Scheduled
1509,6,2024-03-15 16:38:51,13:57:34,20:57:34,Cook,7,Scheduled
1510,2,2024-08-23 13:58:39,12:44:35,16:44:35,Manager,4,Completed
1511,3,2024-12-02 16:51:13,10:37:55,15:37:55,Manager,5,Scheduled
1512,2,2024-06-25 20:23:28,16:44:40,20:44:40,Manager,4,Scheduled
1513,4,2024-07-05 13:29:08,11:14:19,18:14:19,Server,7,Completed
1514,3,2024-05-27 19:52:20,10:39:32,17:39:32,Cook,7,Scheduled
1515,3,2024-04-15 12:25:55,14:47:38,18:47:38,Manager,4,Completed
1516,3,2024-03-24 18:30:24,11:39:14,15:39:14,Cook,4,Completed
1517,2,2024-11-03 20:53:51,13:13:03,18:13:03,Cook,5,Scheduled
1518,7,2024-11-15 12:35:57,15:23:17,20:23:17,Server,5,Completed
1519,2,2024-08-31 10:12:27,11:35:10,17:35:10,Cook,6,Scheduled
1520,11,2024-09-06 11:38:52,14:10:49,18:10:49,Server,4,Completed
1521,11,2024-07-12 15:09:11,10:09:27,17:09:27,Cook,7,Completed
1522,14,2024-06-29 19:52:10,14:20:13,20:20:13,Manager,6,Completed
1523,12,2024-06-07 18:46:58,15:30:10,19:30:10,Server,4,Scheduled
1524,13,2024-11-02 20:50:02,15:04:26,20:04:26,Server,5,Scheduled
1525,9,2024-08-13 20:30:00,15:48:24,20:48:24,Server,5,Scheduled
1526,14,2024-03-30 13:01:34,11:39:58,18:39:58,Cook,7,Scheduled
1527,5,2024-03-23 13:48:37,13:58:32,20:58:32,Manager,7,Completed
1528,9,2024-10-14 15:17:56,11:32:23,17:32:23,Server,6,Scheduled
1529,13,2024-04-30 19:39:51,16:58:41,20:58:41,Manager,4,Completed
1530,4,2024-03-30 19:45:53,11:37:43,17:37:43,Cook,6,Scheduled
1531,1,2024-07-08 15:34:59,14:56:51,18:56:51,Manager,4,Completed
1532,3,2024-04-03 11:45:28,15:37:53,19:37:53,Cook,4,Completed
1533,0,2024-09-20 13:27:28,16:36:22,20:36:22,Manager,4,Scheduled
1534,7,2024-04-25 18:12:37,13:48:29,17:48:29,Server,4,Scheduled
1535,9,2024-09-20 12:54:19,13:32:13,19:32:13,Cook,6,Completed
1536,9,2024-09-08 14:17:36,15:14:44,20:14:44,Cook,5,Scheduled
1537,13,2024-04-12 17:22:13,14:50:50,20:50:50,Server,6,Scheduled
1538,6,2024-04-03 19:31:21,10:27:42,18:27:42,Manager,8,Completed
1539,7,2024-05-24 19:19:55,14:40:38,20:40:38,Server,6,Completed
1540,13,2024-04-08 11:33:12,14:42:23,20:42:23,Manager,6,Scheduled
1541,8,2024-06-27 11:43:31,15:17:11,19:17:11,Cook,4,Scheduled
1542,2,2024-08-22 18:06:45,13:12:24,20:12:24,Cook,7,Completed
1543,13,2024-10-18 14:54:45,15:37:22,20:37:22,Server,5,Scheduled
1544,3,2024-09-10 12:04:26,13:28:32,19:28:32,Manager,6,Completed
1545,10,2024-10-01 14:28:58,10:54:59,16:54:59,Server,6,Completed
1546,11,2024-11-29 16:48:22,13:45:04,20:45:04,Cook,7,Scheduled
1547,7,2024-04-09 12:43:13,14:31:16,20:31:16,Manager,6,Scheduled
1548,11,2024-05-31 13:11:20,10:22:39,14:22:39,Manager,4,Scheduled
1549,2,2024-10-26 20:14:07,14:41:36,19:41:36,Cook,5,Scheduled
1550,1,2024-08-30 11:14:18,12:11:39,18:11:39,Server,6,Scheduled
1551,11,2024-08-13 19:42:00,12:55:27,19:55:27,Server,7,Completed
1552,13,2024-04-11 13:21:14,12:05:34,19:05:34,Cook,7,Scheduled
1553,3,2024-05-23 10:44:53,14:55:51,20:55:51,Cook,6,Completed
1554,2,2024-09-20 15:41:02,12:48:49,16:48:49,Manager,4,Completed
1555,4,2024-06-11 20:57:19,10:54:01,18:54:01,Cook,8,Scheduled
1556,14,2024-09-14 15:50:26,13:06:54,19:06:54,Manager,6,Scheduled
1557,5,2024-11-01 18:58:07,16:02:08,20:02:08,Server,4,Completed
1558,8,2024-05-13 13:41:50,11:13:57,15:13:57,Cook,4,Scheduled
1559,14,2024-06-17 17:08:04,11:00:43,19:00:43,Cook,8,Scheduled
1560,8,2024-03-13 18:19:32,15:21:32,20:21:32,Cook,5,Scheduled
1561,2,2024-12-05 13:43:27,16:26:42,20:26:42,Manager,4,Completed
1562,3,2024-06-20 17:07:47,16:55:18,20:55:18,Cook,4,Completed
1563,8,2024-07-02 13:49:51,11:29:03,15:29:03,Manager,4,Scheduled
1564,5,2024-10-06 20:00:06,12:59:07,18:59:07,Server,6,Completed
1565,3,2024-11-08 10:25:26,12:11:04,19:11:04,Cook,7,Completed
1566,3,2024-11-06 14:47:20,12:52:08,20:52:08,Cook,8,Scheduled
1567,13,2024-06-29 17:32:11,10:34:54,16:34:54,Cook,6,Completed
1568,1,2024-03-12 18:48:18,13:09:14,18:09:14,Manager,5,Scheduled
1569,6,2024-10-05 11:12:35,13:40:56,20:40:56,Server,7,Completed
1570,11,2024-12-01 16:38:00,16:39:17,20:39:17,Cook,4,Scheduled
1571,6,2024-05-31 10:31:33,12:14:58,20:14:58,Cook,8,Scheduled
1572,13,2024-04-18 16:14:14,15:53:00,19:53:00,Cook,4,Completed
1573,2,2024-08-03 14:23:46,13:22:16,19:22:16,Manager,6,Completed
1574,0,2024-07-20 11:17:49,15:35:52,20:35:52,Server,5,Completed
1575,5,2024-08-07 16:44:14,16:06:56,20:06:56,Cook,4,Completed
1576,8,2024-08-31 17:36:10,15:38:11,20:38:11,Server,5,Scheduled
1577,8,2024-11-02 13:46:46,11:53:56,18:53:56,Server,7,Completed
1578,4,2024-09-28 11:04:58,11:05:32,19:05:32,Cook,8,Completed
1579,6,2024-05-28 14:50:59,16:32:37,20:32:37,Cook,4,Scheduled
1580,10,2024-11-24 19:52:28,15:35:36,20:35:36,Manager,5,Completed
1581,3,2024-08-30 12:09:55,12:39:31,18:39:31,Cook,6,Scheduled
1582,7,2024-11-16 17:12:41,11:56:54,18:56:54,Server,7,Scheduled
1583,6,2024-08-31 20:03:05,14:01:09,20:01:09,Server,6,Completed
1584,0,2024-07-22 16:08:24,10:53:12,17:53:12,Cook,7,Scheduled
1585,5,2024-06-12 18:10:03,14:53:50,20:53:50,Manager,6,Completed
1586,13,2024-06-24 17:03:10,16:39:16,20:39:16,Cook,4,Scheduled
1587,4,2024-07-26 11:15:11,16:01:15,20:01:15,Cook,4,Scheduled
1588,2,2024-08-29 13:49:39,16:13:25,20:13:25,Manager,4,Scheduled
1589,2,2024-06-02 13:54:29,13:25:12,17:25:12,Manager,4,Completed
1590,10,2024-09-22 12:54:13,15:21:24,20:21:24,Cook,5,Scheduled
1591,8,2024-11-24 19:51:03,12:44:56,18:44:56,Server,6,Completed
1592,5,2024-07-11 12:24:46,15:52:08,20:52:08,Cook,5,Completed
1593,6,2024-09-25 18:26:32,12:21:55,16:21:55,Cook,4,Completed
1594,5,2024-07-18 15:12:29,10:30:01,15:30:01,Manager,5,Completed
1595,5,2024-11-29 17:42:34,14:38:43,19:38:43,Server,5,Scheduled
1596,1,2024-06-27 14:29:56,10:37:13,15:37:13,Server,5,Scheduled
1597,11,2024-03-14 11:03:08,11:33:20,19:33:20,Server,8,Completed
1598,5,2024-05-12 12:11:19,13:28:39,19:28:39,Server,6,Scheduled
1599,4,2024-05-21 11:21:33,12:14:36,16:14:36,Manager,4,Completed
1600,13,2024-10-15 20:30:32,11:03:32,16:03:32,Manager,5,Scheduled
1601,10,2024-09-16 10:02:49,13:54:50,20:54:50,Server,7,Completed
1602,8,2024-09-29 13:46:49,12:17:38,16:17:38,Manager,4,Scheduled
1603,2,2024-09-07 20:17:34,12:17:13,16:17:13,Cook,4,Completed
1604,4,2024-09-07 20:41:18,14:52:36,20:52:36,Cook,6,Scheduled
1605,10,2024-11-30 12:30:37,10:22:49,15:22:49,Manager,5,Scheduled
1606,9,2024-06-19 18:28:42,10:47:41,18:47:41,Cook,8,Scheduled
1607,14,2024-04-26 14:57:08,12:59:32,17:59:32,Server,5,Completed
1608,5,2024-09-24 16:13:50,14:56:32,20:56:32,Manager,6,Scheduled
1609,2,2024-10-27 18:22:12,13:57:56,20:57:56,Server,7,Scheduled
1610,10,2024-06-17 15:22:02,13:52:57,18:52:57,Server,5,Scheduled
1611,0,2024-06-11 15:55:54,10:31:26,16:31:26,Cook,6,Scheduled
1612,6,2024-05-16 15:08:38,13:53:13,20:53:13,Manager,7,Completed
1613,14,2024-10-05 19:31:52,16:26:07,20:26:07,Manager,4,Completed
1614,8,2024-08-04 18:08:55,11:53:29,18:53:29,Server,7,Completed
1615,14,2024-09-30 19:31:46,10:45:44,14:45:44,Manager,4,Scheduled
1616,14,2024-06-16 14:55:54,16:19:09,20:19:09,Server,4,Completed
1617,5,2024-12-06 17:44:44,16:56:36,20:56:36,Manager,4,Scheduled
1618,9,2024-09-08 11:30:06,14:22:09,20:22:09,Manager,6,Scheduled
1619,6,2024-08-04 19:08:46,14:18:14,20:18:14,Manager,6,Completed
1620,9,2024-06-09 12:10:18,10:11:51,17:11:51,Cook,7,Completed
1621,6,2024-03-12 18:15:16,15:45:24,19:45:24,Manager,4,Completed
1622,0,2024-06-19 17:45:27,14:20:08,19:20:08,Manager,5,Completed
1623,3,2024-03-27 10:55:31,15:42:22,20:42:22,Cook,5,Completed
1624,7,2024-08-08 10:32:32,14:59:37,20:59:37,Manager,6,Scheduled
1625,2,2024-05-18 12:00:32,11:06:47,15:06:47,Cook,4,Scheduled
1626,2,2024-04-12 20:06:43,13:31:15,18:31:15,Cook,5,Completed
1627,0,2024-12-02 10:18:43,15:25:54,20:25:54,Cook,5,Scheduled
1628,10,2024-03-14 15:21:49,12:31:39,17:31:39,Server,5,Scheduled
1629,5,2024-12-02 18:06:49,14:02:22,18:02:22,Server,4,Completed
1630,6,2024-12-03 13:22:50,13:15:55,20:15:55,Server,7,Scheduled
1631,0,2024-07-20 14:49:08,12:06:30,18:06:30,Server,6,Completed
1632,6,2024-06-21 10:52:51,14:08:24,18:08:24,Cook,4,Completed
1633,7,2024-10-10 17:54:07,12:41:14,16:41:14,Server,4,Completed
1634,7,2024-09-17 19:33:12,13:50:14,20:50:14,Cook,7,Completed
1635,0,2024-06-07 20:59:03,10:39:40,14:39:40,Cook,4,Completed
1636,2,2024-11-20 16:30:06,14:05:00,19:05:00,Manager,5,Completed
1637,11,2024-08-07 12:14:44,10:38:13,14:38:13,Manager,4,Completed
1638,6,2024-11-28 10:35:38,13:16:11,18:16:11,Manager,5,Completed
1639,0,2024-09-08 14:23:09,14:51:28,19:51:28,Manager,5,Completed
1640,8,2024-06-17 13:16:11,12:39:36,16:39:36,Server,4,Scheduled
1641,14,2024-09-08 14:26:20,11:41:42,18:41:42,Manager,7,Completed
1642,0,2024-03-13 18:20:07,10:44:51,17:44:51,Cook,7,Scheduled
1643,1,2024-06-20 17:47:33,15:28:54,19:28:54,Cook,4,Scheduled
1644,3,2024-11-02 14:38:03,13:55:43,17:55:43,Cook,4,Scheduled
1645,14,2024-06-16 18:54:55,10:35:22,17:35:22,Cook,7,Scheduled
1646,11,2024-06-12 11:58:18,12:14:13,19:14:13,Server,7,Completed
1647,8,2024-12-06 11:14:18,11:34:33,16:34:33,Manager,5,Completed
1648,9,2024-06-29 19:08:43,10:26:02,18:26:02,Server,8,Completed
1649,11,2024-05-29 15:14:19,14:58:50,20:58:50,Server,6,Scheduled
1650,11,2024-11-29 12:04:27,15:33:00,20:33:00,Server,5,Completed
1651,10,2024-09-16 18:42:07,12:56:39,17:56:39,Cook,5,Scheduled
1652,11,2024-10-05 19:19:20,13:28:46,20:28:46,Manager,7,Completed
1653,2,2024-03-09 17:52:48,16:42:33,20:42:33,Manager,4,Scheduled
1654,2,2024-06-13 19:12:24,16:15:59,20:15:59,Cook,4,Scheduled
1655,3,2024-09-10 11:43:33,10:11:18,18:11:18,Server,8,Completed
1656,11,2024-10-11 18:24:41,11:39:18,17:39:18,Manager,6,Scheduled
1657,7,2024-08-27 16:18:03,12:58:17,16:58:17,Server,4,Scheduled
1658,13,2024-07-02 10:52:09,16:15:41,20:15:41,Server,4,Scheduled
1659,6,2024-04-04 15:01:37,13:20:22,20:20:22,Cook,7,Completed
1660,4,2024-08-21 13:23:39,15:53:59,20:53:59,Cook,5,Scheduled
1661,10,2024-06-09 16:20:50,13:53:47,20:53:47,Server,7,Scheduled
1662,1,2024-11-20 14:56:14,14:47:58,20:47:58,Cook,6,Completed
1663,12,2024-10-29 18:16:41,13:39:27,19:39:27,Manager,6,Scheduled
1664,0,2024-05-21 19:47:35,13:08:54,20:08:54,Manager,7,Scheduled
1665,5,2024-10-03 10:26:49,11:34:23,18:34:23,Manager,7,Completed
1666,10,2024-07-09 16:57:22,14:16:34,18:16:34,Cook,4,Completed
1667,10,2024-03-25 16:55:01,12:04:08,16:04:08,Server,4,Scheduled
1668,10,2024-09-04 10:30:28,16:34:24,20:34:24,Server,4,Completed
1669,1,2024-06-09 20:35:03,15:13:17,20:13:17,Cook,5,Scheduled
1670,9,2024-03-23 13:11:49,16:30:31,20:30:31,Server,4,Scheduled
1671,4,2024-04-20 16:47:26,13:50:51,18:50:51,Cook,5,Scheduled
1672,6,2024-05-26 13:10:30,14:05:46,19:05:46,Manager,5,Scheduled
1673,12,2024-06-06 20:42:08,16:14:26,20:14:26,Manager,4,Scheduled
1674,2,2024-10-09 15:47:16,15:04:58,20:04:58,Cook,5,Scheduled
1675,4,2024-05-03 14:52:11,12:16:18,17:16:18,Cook,5,Completed
1676,1,2024-06-19 11:15:04,14:05:14,19:05:14,Manager,5,Scheduled
1677,14,2024-06-20 11:54:21,15:54:44,20:54:44,Cook,5,Completed
1678,7,2024-06-28 18:48:43,14:41:03,20:41:03,Server,6,Completed
1679,7,2024-11-09 13:21:19,12:20:12,16:20:12,Server,4,Completed
1680,8,2024-08-28 19:25:03,12:00:31,17:00:31,Cook,5,Completed
1681,13,2024-04-17 18:55:55,16:02:23,20:02:23,Server,4,Scheduled
1682,3,2024-07-26 17:50:04,16:01:43,20:01:43,Server,4,Scheduled
1683,6,2024-07-22 16:23:33,12:53:25,20:53:25,Cook,8,Scheduled
1684,3,2024-09-16 18:48:09,10:37:43,14:37:43,Server,4,Completed
1685,12,2024-11-23 19:22:58,13:22:35,20:22:35,Server,7,Completed
1686,6,2024-06-15 14:47:18,12:11:16,20:11:16,Manager,8,Scheduled
1687,11,2024-09-19 16:32:12,14:06:10,20:06:10,Server,6,Scheduled
1688,1,2024-08-09 18:06:59,15:31:12,20:31:12,Manager,5,Completed
1689,8,2024-08-03 10:15:01,12:57:14,20:57:14,Manager,8,Scheduled
1690,9,2024-07-13 20:38:11,10:46:36,14:46:36,Server,4,Scheduled
1691,6,2024-04-09 16:46:06,13:18:37,20:18:37,Manager,7,Completed
1692,1,2024-10-08 19:12:34,14:22:58,20:22:58,Server,6,Completed
1693,3,2024-04-04 15:51:10,15:34:45,20:34:45,Server,5,Completed
1694,14,2024-04-28 14:51:29,13:37:21,20:37:21,Manager,7,Scheduled
1695,14,2024-09-16 19:57:15,10:31:30,17:31:30,Cook,7,Completed
1696,0,2024-03-28 18:28:00,14:13:00,18:13:00,Server,4,Completed
1697,5,2024-10-12 18:23:18,16:42:12,20:42:12,Manager,4,Scheduled
1698,10,2024-10-30 16:55:30,10:29:12,17:29:12,Manager,7,Completed
1699,14,2024-09-15 16:28:26,10:45:58,16:45:58,Server,6,Scheduled
1700,7,2024-05-11 10:46:14,11:47:06,18:47:06,Server,7,Completed
1701,8,2024-08-19 14:03:03,14:23:13,18:23:13,Cook,4,Scheduled
1702,10,2024-09-18 20:50:05,14:57:29,20:57:29,Manager,6,Completed
1703,5,2024-03-12 18:37:25,12:09:30,20:09:30,Manager,8,Completed
1704,11,2024-03-22 19:44:52,11:56:55,16:56:55,Cook,5,Scheduled
1705,5,2024-11-09 12:09:25,10:46:16,17:46:16,Server,7,Completed
1706,10,2024-05-18 13:29:58,12:01:32,19:01:32,Manager,7,Scheduled
1707,7,2024-10-28 16:02:28,10:57:03,15:57:03,Cook,5,Completed
1708,9,2024-07-10 17:48:47,10:43:23,16:43:23,Manager,6,Scheduled
1709,13,2024-05-30 17:57:03,10:19:51,17:19:51,Manager,7,Completed
1710,0,2024-06-24 13:38:54,12:32:50,20:32:50,Cook,8,Completed
1711,7,2024-04-05 12:08:29,13:10:25,18:10:25,Server,5,Completed
1712,2,2024-08-29 19:27:53,12:00:16,19:00:16,Cook,7,Completed
1713,13,2024-07-27 12:31:05,11:08:51,16:08:51,Server,5,Completed
1714,13,2024-10-20 19:30:12,11:00:38,18:00:38,Cook,7,Completed
1715,6,2024-11-04 16:50:47,13:57:30,20:57:30,Manager,7,Completed
1716,8,2024-09-13 14:24:41,10:35:15,17:35:15,Manager,7,Scheduled
1717,5,2024-06-16 11:15:26,14:43:28,20:43:28,Manager,6,Scheduled
1718,11,2024-06-12 12:10:52,11:44:34,19:44:34,Cook,8,Scheduled
1719,1,2024-07-30 18:34:05,13:13:41,20:13:41,Server,7,Scheduled
1720,0,2024-09-09 13:27:14,10:20:49,17:20:49,Server,7,Scheduled
1721,11,2024-11-30 18:06:59,15:50:47,19:50:47,Cook,4,Completed
1722,14,2024-05-17 20:49:52,12:55:22,20:55:22,Cook,8,Scheduled
1723,12,2024-07-24 10:27:29,16:55:02,20:55:02,Cook,4,Completed
1724,12,2024-09-05 17:59:57,13:27:00,17:27:00,Server,4,Completed
1725,2,2024-08-10 20:07:25,11:38:43,15:38:43,Server,4,Scheduled
1726,13,2024-04-25 17:15:42,15:39:42,20:39:42,Cook,5,Scheduled
1727,10,2024-06-21 15:23:37,12:31:35,17:31:35,Manager,5,Scheduled
1728,12,2024-07-11 13:13:17,10:29:16,17:29:16,Cook,7,Completed
1729,10,2024-10-13 19:30:51,12:30:48,20:30:48,Server,8,Completed
1730,12,2024-04-18 16:24:04,10:44:52,18:44:52,Server,8,Scheduled
1731,1,2024-04-27 18:58:46,14:00:46,20:00:46,Cook,6,Completed
1732,11,2024-04-29 15:47:24,12:17:18,19:17:18,Server,7,Scheduled
1733,8,2024-07-16 20:20:52,15:40:31,20:40:31,Cook,5,Completed
1734,5,2024-03-08 13:06:57,12:24:35,20:24:35,Server,8,Scheduled
1735,10,2024-04-14 12:10:59,14:09:53,19:09:53,Manager,5,Completed
1736,8,2024-05-14 17:25:08,12:21:41,20:21:41,Cook,8,Scheduled
1737,8,2024-04-09 14:25:58,14:25:27,20:25:27,Server,6,Scheduled
1738,14,2024-10-20 17:55:23,10:32:30,14:32:30,Cook,4,Scheduled
1739,6,2024-07-15 10:21:34,10:11:36,14:11:36,Server,4,Completed
1740,5,2024-11-03 16:31:49,16:05:43,20:05:43,Cook,4,Scheduled
1741,8,2024-06-28 20:23:42,12:24:35,16:24:35,Cook,4,Completed
1742,3,2024-11-24 10:19:50,13:12:18,18:12:18,Server,5,Completed
1743,1,2024-11-20 19:58:29,14:15:25,18:15:25,Server,4,Scheduled
1744,11,2024-07-16 17:04:23,13:32:50,20:32:50,Server,7,Completed
1745,0,2024-04-15 13:39:04,16:31:55,20:31:55,Cook,4,Scheduled
1746,7,2024-12-06 20:29:57,14:12:19,18:12:19,Server,4,Scheduled
1747,10,2024-06-23 18:03:43,11:44:46,16:44:46,Cook,5,Scheduled
1748,9,2024-09-21 13:32:16,10:50:13,14:50:13,Manager,4,Completed
1749,2,2024-03-31 10:26:16,15:20:19,20:20:19,Server,5,Completed
1750,5,2024-10-28 18:30:53,13:34:21,20:34:21,Cook,7,Completed
1751,5,2024-11-03 19:55:10,16:25:40,20:25:40,Cook,4,Completed
1752,12,2024-07-11 16:55:31,16:18:35,20:18:35,Cook,4,Completed
1753,5,2024-08-10 17:06:36,15:04:38,20:04:38,Cook,5,Completed
1754,11,2024-03-17 13:17:57,16:28:11,20:28:11,Manager,4,Scheduled
1755,7,2024-08-17 18:45:49,14:45:13,20:45:13,Server,6,Scheduled
1756,4,2024-06-08 19:33:38,15:25:59,20:25:59,Manager,5,Scheduled
1757,2,2024-07-05 18:03:51,13:30:44,19:30:44,Cook,6,Completed
1758,0,2024-08-17 11:34:08,11:46:19,17:46:19,Cook,6,Scheduled
1759,4,2024-03-14 17:57:29,15:34:07,19:34:07,Cook,4,Scheduled
1760,1,2024-06-30 14:10:20,13:27:57,20:27:57,Manager,7,Completed
1761,12,2024-11-28 11:55:26,14:01:22,18:01:22,Server,4,Scheduled
1762,5,2024-07-29 11:22:16,16:24:11,20:24:11,Server,4,Completed
1763,3,2024-06-12 19:37:34,11:24:35,15:24:35,Server,4,Completed
1764,5,2024-09-26 16:05:21,16:34:50,20:34:50,Cook,4,Scheduled
1765,0,2024-11-11 20:30:12,11:11:32,15:11:32,Cook,4,Completed
1766,5,2024-05-10 17:39:02,11:11:47,19:11:47,Server,8,Completed
1767,6,2024-06-25 15:10:39,13:01:34,20:01:34,Manager,7,Completed
1768,1,2024-05-11 18:32:01,10:06:15,17:06:15,Cook,7,Completed
1769,5,2024-04-28 18:50:22,13:01:16,17:01:16,Server,4,Completed
1770,0,2024-07-23 13:08:09,11:34:36,18:34:36,Manager,7,Scheduled
1771,6,2024-04-07 10:46:54,16:28:47,20:28:47,Server,4,Scheduled
1772,5,2024-03-16 20:22:12,12:51:35,17:51:35,Cook,5,Completed
1773,13,2024-04-06 18:09:11,14:14:12,20:14:12,Manager,6,Scheduled
1774,5,2024-09-20 19:01:04,12:12:23,16:12:23,Manager,4,Scheduled
1775,12,2024-08-24 18:59:21,13:56:44,20:56:44,Server,7,Scheduled
1776,12,2024-10-01 18:56:05,14:49:25,20:49:25,Cook,6,Completed
1777,11,2024-11-17 13:21:40,15:21:39,20:21:39,Cook,5,Completed
1778,10,2024-08-25 13:16:40,14:12:46,20:12:46,Server,6,Scheduled
1779,3,2024-07-10 12:21:44,13:08:02,19:08:02,Server,6,Completed
1780,9,2024-05-13 18:01:53,16:46:29,20:46:29,Cook,4,Scheduled
1781,6,2024-08-08 11:13:09,16:59:19,20:59:19,Cook,4,Scheduled
1782,5,2024-08-17 15:49:41,15:33:46,20:33:46,Manager,5,Scheduled
1783,9,2024-09-30 14:37:35,10:16:54,16:16:54,Cook,6,Scheduled
1784,3,2024-05-31 10:29:31,16:15:45,20:15:45,Manager,4,Scheduled
1785,14,2024-07-24 16:47:50,10:37:37,17:37:37,Server,7,Completed
1786,6,2024-11-20 16:48:53,10:09:18,18:09:18,Manager,8,Completed
1787,6,2024-07-31 15:03:22,11:55:51,18:55:51,Cook,7,Completed
1788,6,2024-05-24 11:32:42,14:36:42,18:36:42,Server,4,Scheduled
1789,12,2024-07-02 15:26:42,13:58:11,18:58:11,Server,5,Completed
1790,5,2024-04-04 13:01:16,11:20:36,15:20:36,Server,4,Completed
1791,8,2024-10-21 20:22:50,12:13:59,20:13:59,Manager,8,Scheduled
1792,7,2024-11-24 11:34:09,11:50:47,16:50:47,Cook,5,Completed
1793,4,2024-06-06 14:39:47,11:47:01,16:47:01,Server,5,Completed
1794,9,2024-06-21 12:47:22,15:08:38,20:08:38,Cook,5,Completed
1795,13,2024-08-28 15:05:23,10:46:05,15:46:05,Server,5,Completed
1796,2,2024-07-23 12:39:27,16:04:20,20:04:20,Manager,4,Scheduled
1797,7,2024-03-09 15:04:43,15:49:52,20:49:52,Server,5,Scheduled
1798,12,2024-06-13 16:46:04,14:28:03,20:28:03,Manager,6,Completed
1799,9,2024-03-08 10:01:38,15:34:56,20:34:56,Manager,5,Completed
1800,7,2024-10-15 17:21:00,16:59:56,20:59:56,Manager,4,Scheduled
1801,11,2024-04-26 16:28:59,14:47:13,20:47:13,Cook,6,Scheduled
